,surface,best_of,Round,player_hand,player_ht,player_age,player_rank,opponent_hand,opponent_ht,opponent_age,opponent_rank,log_rank_difference,T,Y
2721,Hard,3,3,R,183.0,26.6,62.0,R,193.0,23.6,35.0,0.8249132934419086,0,1
2727,Hard,3,3,R,183.0,26.8,179.0,R,178.0,29.3,216.0,-0.27107172489921183,0,1
2743,Hard,3,1,R,183.0,23.4,40.0,R,180.0,25.6,78.0,-0.9634741239748861,0,0
2755,Clay,3,2,L,178.0,21.0,293.0,R,185.0,20.5,190.0,0.6249012460913006,0,0
2771,Hard,3,2,R,196.0,22.6,83.0,R,183.0,30.7,396.0,-2.254317188732686,1,1
2773,Hard,3,2,R,196.0,23.6,40.0,R,180.0,23.8,85.0,-1.087462841250339,1,0
2779,Hard,3,2,L,178.0,22.5,95.0,R,188.0,21.8,41.0,1.212303603712864,1,0
2784,Carpet,3,2,R,190.0,25.5,115.0,R,180.0,26.1,106.0,0.11756959638117603,0,0
2816,Hard,3,5,L,185.0,26.1,81.0,L,180.0,24.1,105.0,-0.37439551478149813,1,0
2824,Hard,3,1,R,185.0,27.4,234.0,R,185.0,31.5,143.0,0.7104933828050157,0,1
2831,Hard,3,6,R,196.0,24.0,8.0,R,193.0,27.2,85.0,-3.4093909361377017,1,0
2843,Hard,3,2,R,196.0,23.4,423.0,R,185.0,29.6,389.0,0.12088750813375704,1,0
2852,Hard,3,1,L,191.0,27.5,159.0,L,188.0,33.1,348.0,-1.130060540564373,1,0
2874,Hard,3,2,R,190.0,22.4,29.0,R,185.0,23.6,70.0,-1.2713020218173945,0,0
2881,Hard,3,2,L,180.0,20.3,38.0,R,190.0,26.9,90.0,-1.2439255828860896,0,0
2896,Hard,3,2,R,190.0,22.7,46.0,L,193.0,20.3,50.0,-0.12029423371771131,1,1
2898,Hard,3,2,R,188.0,19.9,64.0,L,180.0,27.3,89.0,-0.47573343096639764,1,0
2908,Clay,3,2,R,175.0,18.2,462.0,R,185.0,22.9,89.0,2.3760156104496604,0,1
2911,Hard,3,2,R,185.0,21.8,75.0,L,188.0,26.0,169.0,-1.172060745786303,1,1
2924,Hard,3,2,L,180.0,27.0,10.0,R,196.0,28.2,25.0,-1.3219280948873622,1,1
2930,Hard,3,4,R,183.0,22.1,26.0,R,183.0,27.2,6.0,2.1154772174199366,0,0
3002,Hard,3,3,R,183.0,24.0,29.0,L,185.0,26.4,80.0,-1.4639470997597908,1,1
3010,Clay,3,3,R,183.0,17.6,1056.0,R,170.0,20.9,364.0,1.536599479159758,1,1
3012,Hard,3,3,R,193.0,21.2,113.0,R,188.0,18.9,25.0,2.1763227726404635,1,0
3013,Hard,3,3,R,193.0,20.7,56.0,R,190.0,24.8,82.0,-0.55019708256048,1,0
3016,Carpet,3,3,L,180.0,24.5,135.0,R,188.0,21.0,165.0,-0.28950661719498516,1,1
3027,Hard,3,3,R,185.0,27.7,79.0,R,185.0,21.7,93.0,-0.2353780629309279,0,1
3034,Hard,3,3,R,183.0,19.0,256.0,R,193.0,26.5,280.0,-0.12928301694496724,0,0
3051,Carpet,3,3,L,190.0,19.9,286.0,L,190.0,18.3,595.0,-1.0568745214169173,1,1
3081,Hard,3,6,R,196.0,25.0,14.0,R,193.0,23.2,18.0,-0.362570079384708,1,1
3082,Hard,3,4,R,188.0,23.7,153.0,L,191.0,22.3,106.0,0.5294673881294534,1,0
3084,Hard,3,6,R,183.0,31.7,4.0,R,178.0,27.0,5.0,-0.3219280948873622,0,0
3098,Hard,3,2,R,188.0,23.9,470.0,L,183.0,28.6,69.0,2.76799248978683,1,0
3122,Grass,3,3,R,183.0,25.3,306.0,L,178.0,17.6,340.0,-0.15200309344505136,0,1
3146,Hard,3,3,R,175.0,25.6,29.0,L,185.0,29.0,58.0,-1.0,0,0
3153,Carpet,3,3,R,183.0,23.1,150.0,L,183.0,23.3,142.0,0.0790715709911991,1,1
3164,Hard,3,2,R,183.0,27.0,16.0,R,183.0,29.2,33.0,-1.0443941193584534,0,1
3176,Hard,3,4,R,185.0,21.3,12.0,R,185.0,25.7,21.0,-0.8073549220576046,0,0
3185,Hard,3,6,L,188.0,22.0,36.0,R,196.0,24.2,20.0,0.8479969065549495,0,1
3200,Hard,3,7,R,196.0,24.0,8.0,R,178.0,25.0,5.0,0.6780719051126378,0,1
3202,Hard,3,4,R,185.0,28.9,699.0,R,193.0,26.0,137.0,2.3511165624149095,0,1
3205,Hard,3,4,R,183.0,32.0,175.0,R,188.0,24.0,447.0,-1.3529199093509892,1,1
3207,Hard,3,6,R,196.0,26.0,3.0,R,188.0,25.6,17.0,-2.502500340529183,0,0
3208,Hard,3,3,R,185.0,22.3,308.0,R,185.0,30.3,231.0,0.4150374992788448,0,0
3213,Hard,3,3,R,188.0,27.4,61.0,R,183.0,29.5,38.0,0.6828098241193015,0,1
3261,Hard,3,3,R,190.0,17.7,231.0,L,180.0,24.3,38.0,2.603821527972472,0,0
3272,Hard,3,3,R,185.0,30.7,89.0,R,188.0,30.9,84.0,0.08341600818763695,1,0
3275,Hard,3,3,L,190.0,28.0,122.0,L,178.0,24.5,51.0,1.2583119955913915,1,0
3296,Hard,3,2,R,188.0,19.4,17.0,R,185.0,20.3,27.0,-0.6674246609131291,1,0
3299,Hard,3,4,R,183.0,27.6,23.0,R,190.0,31.1,15.0,0.6166713604484944,1,1
3302,Hard,3,1,R,188.0,24.4,269.0,L,183.0,24.6,185.0,0.5400809020403115,1,0
3317,Hard,3,8,R,188.0,21.6,48.0,R,190.0,25.6,3.0,4.0,0,0
3321,Carpet,3,3,R,193.0,23.9,364.0,R,198.0,27.3,538.0,-0.563667722357927,0,0
3336,Hard,3,3,R,193.0,21.1,49.0,R,180.0,26.3,63.0,-0.3625700793847084,0,1
3337,Hard,3,2,L,183.0,25.6,86.0,R,188.0,32.6,100.0,-0.21759143507262646,1,0
3342,Hard,3,3,R,183.0,30.3,207.0,R,196.0,25.7,150.0,0.4646682670034439,0,0
3344,Hard,3,2,R,185.0,33.7,82.0,R,201.0,26.6,123.0,-0.5849625007211561,1,0
3351,Carpet,3,3,R,178.0,29.7,5.0,R,185.0,34.5,73.0,-3.8678964639926554,1,1
3375,Clay,3,3,R,175.0,28.9,170.0,R,180.0,25.2,59.0,1.5267478867758602,0,0
3382,Hard,3,3,R,180.0,22.8,111.0,R,185.0,20.3,25.0,2.150559676575382,0,0
3388,Hard,3,3,R,180.0,23.8,85.0,R,190.0,22.7,46.0,0.8858289800806887,0,0
3392,Hard,3,3,R,190.0,24.7,27.0,R,175.0,26.2,40.0,-0.5670405927238944,0,1
3404,Hard,3,3,R,183.0,23.0,17.0,R,180.0,25.7,36.0,-1.082462160191973,0,1
3407,Hard,3,2,R,193.0,22.7,4.0,R,183.0,26.0,52.0,-3.7004397181410926,0,0
3412,Hard,3,3,L,175.0,28.8,131.0,R,180.0,20.4,181.0,-0.4664228855457555,0,0
3414,Carpet,3,3,R,188.0,21.9,755.0,R,185.0,21.7,295.0,1.3557616899632379,1,1
3421,Hard,3,3,R,185.0,25.7,367.0,L,188.0,22.2,327.0,0.16648942734513028,0,0
3422,Hard,3,4,R,188.0,20.3,3.0,L,188.0,23.9,32.0,-3.415037499278844,0,1
3431,Hard,3,6,L,180.0,24.1,105.0,R,185.0,31.1,12.0,3.1292830169449664,0,0
3437,Hard,3,6,R,188.0,24.0,55.0,R,183.0,27.0,12.0,2.196397212803504,0,0
3452,Hard,3,3,R,180.0,26.5,93.0,R,178.0,32.9,98.0,-0.07555103300717736,0,1
3474,Carpet,3,4,R,183.0,27.3,1.0,L,178.0,21.2,4.0,-2.0,1,0
3476,Hard,3,4,R,188.0,24.0,16.0,R,190.0,23.6,28.0,-0.8073549220576037,1,1
3512,Hard,3,4,R,185.0,25.7,157.0,R,188.0,18.8,166.0,-0.08041868245529749,0,0
3517,Hard,3,4,R,178.0,25.7,36.0,R,185.0,24.8,47.0,-0.38466385023532546,0,1
3522,Carpet,3,4,R,188.0,21.1,199.0,R,183.0,23.1,150.0,0.40780593004776744,1,0
3534,Clay,3,4,R,190.0,26.4,265.0,L,185.0,26.7,352.0,-0.40958306918673415,1,1
3539,Hard,3,2,R,180.0,23.7,9.0,L,183.0,24.4,51.0,-2.502500340529183,1,1
3540,Carpet,3,4,R,178.0,20.8,368.0,R,185.0,20.7,399.0,-0.11668298016533285,1,1
3545,Hard,3,4,R,180.0,25.4,9.0,R,198.0,19.0,53.0,-2.5579954531208866,1,0
3558,Hard,3,4,R,183.0,20.4,223.0,R,178.0,20.0,603.0,-1.4351142919797795,1,0
3563,Hard,3,4,R,188.0,25.8,94.0,R,183.0,24.7,80.0,0.23266075679027498,0,0
3571,Hard,3,4,R,203.0,24.9,335.0,R,183.0,26.1,204.0,0.7155919433736404,0,0
3575,Hard,3,3,R,180.0,24.8,83.0,R,183.0,18.0,225.0,-1.4387417598701129,1,1
3617,Hard,3,4,R,180.0,27.8,101.0,R,193.0,23.4,155.0,-0.6179129225224429,1,1
3619,Hard,3,4,R,185.0,22.3,68.0,R,185.0,21.2,162.0,-1.2523871616342852,1,0
3625,Clay,3,4,R,170.0,28.0,141.0,L,185.0,22.8,178.0,-0.33618207856760396,1,1
3630,Hard,3,4,R,180.0,24.4,44.0,L,180.0,24.3,38.0,0.2115041051937121,1,1
3633,Hard,3,4,R,175.0,28.3,195.0,L,183.0,19.5,154.0,0.3405437730547094,0,0
3636,Hard,3,4,R,183.0,25.7,53.0,R,196.0,23.0,17.0,1.6404576133128597,1,1
3642,Hard,3,4,R,180.0,16.8,550.0,R,180.0,27.6,110.0,2.3219280948873617,1,1
3650,Hard,3,4,R,183.0,23.0,17.0,R,190.0,25.5,74.0,-2.121990524378611,1,1
3655,Hard,3,4,L,193.0,24.7,293.0,R,183.0,25.3,208.0,0.4943171362811558,1,1
3662,Hard,3,2,R,190.0,26.1,47.0,R,180.0,30.5,15.0,1.647698256069119,0,0
3664,Hard,3,4,R,178.0,24.6,334.0,R,188.0,25.0,166.0,1.0086648611271274,1,1
3665,Hard,3,2,R,196.0,21.0,11.0,R,183.0,30.0,28.0,-1.3479233034203064,1,1
3692,Hard,3,4,R,188.0,31.1,116.0,L,193.0,31.6,46.0,1.3344190390705588,1,0
3704,Hard,3,6,R,196.0,33.2,71.0,R,185.0,26.2,20.0,1.8278190246173196,1,1
3709,Hard,3,1,R,185.0,24.2,224.0,R,183.0,26.9,110.0,1.0259952085329438,0,0
3725,Carpet,3,5,R,180.0,21.5,3.0,R,188.0,26.8,10.0,-1.736965594166206,1,1
3747,Hard,3,5,R,183.0,25.4,55.0,R,180.0,23.7,189.0,-1.780882710696413,1,1
3754,Carpet,3,5,R,190.0,22.0,132.0,L,180.0,24.5,135.0,-0.032421477692377465,1,0
3761,Hard,3,5,R,190.0,21.8,6.0,R,175.0,26.2,40.0,-2.7369655941662066,1,0
3775,Hard,3,5,R,188.0,20.8,92.0,R,178.0,26.2,183.0,-0.9921378822270297,1,0
3776,Hard,3,2,R,193.0,31.0,19.0,L,188.0,21.0,71.0,-1.901819606061097,1,0
3783,Carpet,3,5,R,188.0,24.5,223.0,R,188.0,21.9,755.0,-1.7594329342921373,0,1
3789,Carpet,3,5,R,185.0,22.9,218.0,L,190.0,19.9,286.0,-0.39168701200146305,0,0
3800,Hard,3,8,R,188.0,27.3,7.0,R,185.0,31.1,12.0,-0.7776075786635519,1,1
3809,Hard,3,4,L,183.0,24.9,111.0,R,193.0,26.9,103.0,0.10791533916688767,0,0
3818,Hard,3,3,R,183.0,26.5,92.0,R,185.0,25.6,91.0,0.0157673158583167,0,1
3819,Hard,3,5,R,183.0,17.9,351.0,R,188.0,27.2,303.0,0.21215323683160925,1,0
3832,Hard,3,1,R,193.0,24.2,210.0,R,196.0,35.4,196.0,0.09953567355091408,0,1
3834,Hard,3,3,R,185.0,26.3,144.0,R,178.0,24.5,198.0,-0.4594316186372973,0,0
3865,Hard,3,1,R,170.0,19.7,70.0,R,193.0,25.8,183.0,-1.3864168213390764,0,1
3872,Carpet,3,1,L,183.0,21.5,214.0,R,190.0,22.8,60.0,1.8345763907926278,0,0
3874,Hard,3,1,R,180.0,20.4,21.0,R,180.0,23.4,80.0,-1.929610672108602,0,0
3880,Carpet,3,1,R,185.0,20.8,94.0,R,188.0,23.0,178.0,-0.92114457928876,0,0
3882,Carpet,3,1,R,183.0,26.9,164.0,R,196.0,26.6,50.0,1.7136958148433594,0,1
3902,Clay,3,1,R,185.0,19.7,329.0,R,180.0,24.7,202.0,0.7037322909834467,0,0
3903,Hard,3,2,R,196.0,27.2,76.0,R,180.0,34.4,7.0,3.440572591385981,0,0
3921,Hard,3,1,L,193.0,22.7,346.0,R,188.0,24.2,329.0,0.07268445390148415,1,1
3940,Hard,3,3,L,188.0,25.5,104.0,R,193.0,31.7,89.0,0.22470628717469499,0,1
3945,Hard,3,4,R,191.0,22.0,144.0,R,188.0,35.4,106.0,0.4420045468791134,0,0
3952,Clay,3,1,R,185.0,18.8,724.0,R,185.0,21.5,243.0,1.5750333834774244,0,0
3959,Clay,3,1,R,185.0,21.8,230.0,R,193.0,25.4,330.0,-0.5208321633014412,1,1
3988,Hard,3,1,R,183.0,28.6,147.0,R,190.0,21.4,106.0,0.47175189027316566,1,1
4002,Hard,3,1,R,188.0,27.8,42.0,R,178.0,25.4,89.0,-1.083416008187637,1,0
4003,Carpet,3,1,R,188.0,28.7,235.0,R,173.0,26.1,152.0,0.6285894331214141,1,1
4004,Hard,3,1,L,180.0,26.1,78.0,R,185.0,20.4,202.0,-1.372809263889546,1,0
4005,Carpet,3,1,R,188.0,28.2,184.0,R,188.0,28.9,139.0,0.40462088333350543,1,1
4007,Carpet,3,1,L,183.0,20.4,484.0,R,185.0,20.5,322.0,0.587946359159977,0,0
4018,Clay,3,1,R,188.0,22.4,255.0,R,188.0,26.5,253.0,0.01135986216454743,1,1
4023,Hard,3,3,R,183.0,23.6,1.0,R,180.0,29.0,19.0,-4.247927513443585,1,1
4024,Hard,3,1,R,180.0,24.7,228.0,R,190.0,20.1,466.0,-1.0312961304895385,0,0
4032,Hard,3,3,R,185.0,25.1,1.0,R,193.0,22.1,29.0,-4.857980995127572,1,1
4033,Hard,3,1,R,190.0,23.9,382.0,L,188.0,20.4,248.0,0.6232325176488747,1,0
4056,Hard,3,1,R,196.0,29.3,100.0,L,193.0,30.8,197.0,-0.9781956296816521,1,1
4059,Hard,3,1,L,188.0,24.8,141.0,R,191.0,24.4,321.0,-1.186878134723509,1,1
4063,Hard,3,3,R,188.0,19.1,44.0,R,190.0,29.7,84.0,-0.9328858041414634,1,0
4072,Hard,3,5,R,180.0,28.5,48.0,R,185.0,26.2,20.0,1.2630344058337934,0,0
4076,Hard,3,2,R,178.0,31.5,69.0,R,180.0,27.9,64.0,0.10852445677816913,1,0
4093,Clay,3,2,R,180.0,21.6,3.0,L,178.0,25.3,1.0,1.584962500721156,1,0
4117,Hard,3,1,R,196.0,19.6,108.0,R,170.0,22.5,111.0,-0.039528364186637965,1,1
4130,Carpet,3,1,R,185.0,19.8,191.0,R,190.0,20.9,372.0,-0.9617299830722823,0,0
4135,Hard,3,1,R,178.0,22.4,126.0,R,180.0,34.2,240.0,-0.9296106721086019,1,1
4152,Hard,3,3,R,190.0,22.9,55.0,R,185.0,26.8,14.0,1.9740047914670558,0,1
4153,Hard,3,1,R,188.0,28.8,176.0,R,180.0,24.7,180.0,-0.032421477692377465,1,1
4158,Hard,3,5,L,175.0,30.7,68.0,L,188.0,26.0,42.0,0.6951454184715784,0,0
4171,Hard,3,4,L,183.0,29.3,121.0,R,190.0,31.1,115.0,0.07337318633021983,0,0
4186,Hard,3,3,R,198.0,19.6,152.0,L,193.0,32.6,38.0,2.0,1,0
4191,Hard,3,4,R,188.0,31.5,140.0,R,190.0,26.7,243.0,-0.7955294866608149,0,1
4202,Hard,3,2,R,188.0,26.8,663.0,R,188.0,30.4,233.0,1.508678915458308,0,0
4248,Hard,3,1,L,180.0,26.3,94.0,R,193.0,23.7,39.0,1.269186632815389,1,0
4251,Carpet,3,1,L,178.0,23.8,123.0,R,196.0,19.6,112.0,0.13515958328163613,1,1
4254,Hard,3,1,R,193.0,20.3,65.0,R,185.0,26.3,26.0,1.3219280948873617,0,0
4256,Hard,3,1,R,178.0,25.0,29.0,R,185.0,31.0,37.0,-0.35147237050137825,0,1
4271,Clay,3,1,R,183.0,19.4,313.0,R,180.0,25.0,504.0,-0.6872610765672977,0,0
4281,Hard,3,5,R,208.0,28.6,24.0,R,183.0,30.2,112.0,-2.2223924213364477,0,0
4284,Hard,3,5,R,208.0,29.6,21.0,R,188.0,21.3,3.0,2.8073549220576046,1,1
4285,Hard,3,2,R,188.0,20.8,146.0,R,188.0,21.9,203.0,-0.4755113583051589,1,1
4296,Hard,3,1,R,188.0,23.7,528.0,R,188.0,26.3,338.0,0.6435146830762708,0,0
4317,Hard,3,4,R,185.0,27.5,105.0,R,188.0,24.0,211.0,-1.0068536710410632,0,1
4322,Hard,3,2,R,193.0,27.3,66.0,R,183.0,33.5,123.0,-0.8981203859807865,0,1
4353,Clay,3,3,R,178.0,23.9,176.0,R,185.0,21.0,276.0,-0.6490928381408709,0,1
4369,Hard,3,1,L,190.0,28.0,143.0,R,190.0,25.1,5.0,4.837943241891027,1,0
4372,Carpet,3,1,R,190.0,24.0,195.0,R,188.0,25.6,130.0,0.5849625007211561,0,0
4390,Hard,3,3,R,190.0,27.5,9.0,R,190.0,26.1,11.0,-0.28950661719498516,0,1
4392,Hard,3,3,L,188.0,22.0,35.0,R,190.0,27.1,7.0,2.321928094887362,0,1
4395,Hard,3,3,R,188.0,26.5,26.0,R,188.0,23.4,40.0,-0.62148837674627,0,0
4398,Hard,3,3,R,175.0,23.5,18.0,L,180.0,27.0,10.0,0.84799690655495,0,1
4407,Hard,3,5,R,183.0,23.7,16.0,R,183.0,26.0,63.0,-1.9772799234999168,0,1
4410,Clay,3,4,R,183.0,23.5,61.0,R,190.0,21.9,3.0,4.345774836841731,0,0
4419,Hard,3,1,R,203.0,20.3,326.0,R,180.0,22.2,542.0,-0.7334208871227936,1,0
4425,Hard,3,1,R,185.0,22.1,363.0,R,190.0,24.3,607.0,-0.7417269682599308,0,0
4437,Hard,3,4,R,183.0,33.3,127.0,R,203.0,26.9,413.0,-1.7013132846472807,0,1
4440,Hard,3,4,L,198.0,26.2,119.0,R,193.0,25.6,145.0,-0.2850913267069908,1,1
4443,Hard,3,1,R,175.0,23.9,253.0,R,170.0,29.2,212.0,0.2550731201311116,0,0
4476,Clay,3,3,R,193.0,25.4,188.0,R,185.0,29.3,131.0,0.5211658501401875,1,1
4490,Hard,3,1,R,173.0,26.7,97.0,R,185.0,25.7,136.0,-0.4875499990632113,0,0
4513,Hard,3,3,R,183.0,20.3,44.0,R,175.0,24.3,8.0,2.4594316186372973,0,0
4534,Clay,3,1,L,173.0,29.0,63.0,R,180.0,26.4,184.0,-1.5462820325570963,1,1
4552,Hard,3,4,R,188.0,31.5,36.0,R,185.0,24.6,129.0,-1.8413022539809418,0,1
4557,Hard,3,4,R,203.0,26.9,136.0,R,193.0,17.2,154.0,-0.17932369944456195,1,1
4582,Hard,3,1,R,188.0,30.3,90.0,R,193.0,21.1,40.0,1.1699250014423122,0,1
4603,Hard,3,1,R,188.0,22.8,123.0,R,180.0,29.7,572.0,-2.217356831439149,0,0
4607,Carpet,3,1,L,178.0,26.4,152.0,R,183.0,30.7,270.0,-0.8288880836072465,0,0
4616,Hard,3,1,R,188.0,26.0,687.0,L,183.0,21.5,232.0,1.5661852936905278,0,1
4617,Hard,3,1,R,170.0,26.5,83.0,R,188.0,22.8,201.0,-1.2760122598320045,1,1
4633,Clay,3,1,R,185.0,20.8,67.0,R,188.0,27.0,159.0,-1.2467937648265837,1,1
4635,Hard,3,1,L,185.0,28.3,212.0,R,180.0,37.2,204.0,0.05549511259170359,1,0
4642,Hard,3,1,R,185.0,29.1,177.0,R,180.0,23.1,215.0,-0.2805872995064629,1,1
4652,Carpet,3,1,R,193.0,30.2,424.0,R,196.0,22.0,565.0,-0.4141866027393508,0,0
4669,Hard,3,4,R,188.0,22.6,92.0,R,188.0,29.2,551.0,-2.582346552514145,1,0
4683,Hard,3,4,R,185.0,22.3,308.0,L,203.0,31.4,208.0,0.5663468225538093,1,1
4696,Hard,3,2,R,183.0,24.3,77.0,R,183.0,28.7,85.0,-0.14260439544280068,1,1
4719,Grass,3,2,R,180.0,20.4,324.0,R,188.0,22.6,250.0,0.3740657182225373,0,0
4726,Hard,3,1,R,185.0,22.0,169.0,R,183.0,21.4,81.0,1.06102943339756,1,1
4731,Carpet,3,1,R,183.0,25.6,488.0,R,188.0,23.4,324.0,0.5908873346782624,0,0
4747,Carpet,3,1,L,185.0,30.0,110.0,R,190.0,25.7,77.0,0.5145731728297589,1,0
4750,Hard,3,1,R,173.0,22.5,121.0,R,175.0,22.9,214.0,-0.8226037491265519,1,1
4751,Hard,3,1,L,190.0,30.9,13.0,R,185.0,25.6,72.0,-2.46948528330122,0,1
4752,Hard,3,1,R,183.0,22.3,214.0,R,178.0,27.7,152.0,0.4935394729575613,0,0
4756,Clay,3,1,R,180.0,25.0,51.0,R,185.0,27.9,109.0,-1.0957589828054308,1,0
4770,Hard,3,3,R,188.0,24.1,6.0,R,196.0,21.0,11.0,-0.8744691179161412,0,0
4779,Clay,3,4,R,208.0,30.1,25.0,R,185.0,29.3,16.0,0.6438561897747244,1,0
4780,Clay,3,2,R,185.0,31.4,106.0,L,183.0,27.6,115.0,-0.11756959638117603,0,1
4784,Carpet,3,1,R,190.0,28.0,414.0,R,196.0,20.8,813.0,-0.9736245845757008,1,1
4785,Hard,3,2,R,173.0,30.7,225.0,R,183.0,24.7,392.0,-0.8009286528981701,0,0
4786,Hard,3,4,R,185.0,26.2,269.0,R,190.0,23.7,65.0,2.049094549528169,1,0
4798,Hard,3,4,R,185.0,27.1,88.0,R,181.0,25.4,156.0,-0.8259706002249514,0,0
4803,Hard,3,4,R,198.0,32.4,152.0,R,183.0,27.2,174.0,-0.19501598240514273,0,1
4804,Hard,3,3,R,178.0,26.1,81.0,R,183.0,24.1,117.0,-0.5305147166987805,1,0
4810,Hard,3,4,R,175.0,28.5,116.0,R,180.0,28.5,48.0,1.2730184944064158,0,1
4815,Hard,3,1,L,173.0,20.2,161.0,R,185.0,22.7,238.0,-0.5639008851933269,0,1
4846,Carpet,3,1,R,183.0,22.3,165.0,R,188.0,28.4,39.0,2.0809199953835673,1,0
4859,Hard,3,1,R,188.0,20.6,89.0,R,185.0,23.9,71.0,0.3259863114617154,1,1
4870,Carpet,3,1,R,188.0,22.2,102.0,R,196.0,21.6,206.0,-1.0140751852117234,1,1
4878,Clay,3,1,R,193.0,26.9,127.0,R,183.0,21.8,201.0,-0.6623670044067635,1,1
4882,Hard,3,3,R,180.0,32.4,2.0,L,188.0,21.0,71.0,-5.149747119504682,1,0
4884,Hard,3,3,R,183.0,24.0,21.0,R,188.0,21.1,2.0,3.3923174227787607,1,1
4890,Hard,3,3,R,208.0,26.6,86.0,R,183.0,27.7,22.0,1.9668331360648006,1,1
4896,Hard,3,5,L,185.0,21.3,2.0,R,190.0,20.4,17.0,-3.087462841250339,1,1
4900,Hard,3,2,R,183.0,21.1,256.0,L,170.0,24.0,133.0,0.9447175644988102,0,0
4905,Hard,3,2,R,188.0,25.7,194.0,R,173.0,29.6,326.0,-0.7488153120439494,0,1
4917,Hard,3,2,R,196.0,25.0,181.0,R,188.0,23.0,133.0,0.4445634515820158,0,1
4923,Hard,3,5,R,178.0,24.0,286.0,R,198.0,20.7,108.0,1.4049838346149208,0,0
4938,Hard,3,1,R,180.0,32.5,217.0,R,185.0,20.2,218.0,-0.006633092332446466,0,1
4969,Carpet,3,1,R,193.0,25.4,134.0,L,185.0,23.7,161.0,-0.2648276876568447,1,1
4979,Carpet,3,1,R,185.0,22.5,596.0,R,185.0,26.8,200.0,1.5753123306874377,0,1
4988,Hard,3,1,R,185.0,27.1,124.0,L,183.0,25.1,95.0,0.3843407020559271,1,1
4990,Hard,3,1,R,188.0,20.8,28.0,L,180.0,27.1,76.0,-1.4405725913859815,0,0
4992,Hard,3,1,R,185.0,22.7,174.0,R,183.0,18.9,78.0,1.1575412769864792,1,0
4994,Hard,3,1,R,188.0,22.8,34.0,R,180.0,27.8,47.0,-0.4671260104272985,0,0
4995,Carpet,3,1,R,188.0,24.0,198.0,R,185.0,26.3,160.0,0.30742852519224684,0,1
5002,Clay,3,1,L,183.0,31.1,91.0,R,183.0,22.9,170.0,-0.9015962959390054,1,1
5004,Hard,3,1,R,180.0,29.0,208.0,R,188.0,22.2,233.0,-0.16374642651318716,0,0
5008,Hard,3,1,R,180.0,24.7,197.0,R,183.0,21.6,257.0,-0.38357272973750245,1,0
5010,Hard,3,4,R,198.0,22.2,11.0,R,193.0,25.5,29.0,-1.3985493764902746,0,1
5013,Hard,3,4,R,185.0,26.8,14.0,L,185.0,19.3,2.0,2.807354922057604,0,0
5017,Hard,3,1,R,185.0,24.9,206.0,R,188.0,30.1,291.0,-0.4983748157250645,0,0
5019,Hard,3,6,R,185.0,26.1,1.0,L,188.0,26.0,42.0,-5.392317422778761,1,1
5020,Hard,3,1,R,183.0,33.7,82.0,R,188.0,31.1,106.0,-0.370368449945115,1,1
5038,Hard,3,5,R,183.0,24.7,80.0,R,188.0,25.7,123.0,-0.6205864104518772,1,1
5049,Hard,3,5,R,183.0,32.0,175.0,L,191.0,22.3,106.0,0.7232906572691302,1,0
5092,Carpet,3,1,R,185.0,21.9,73.0,R,185.0,28.2,61.0,0.2590872213171309,1,0
5104,Hard,3,1,R,175.0,20.6,77.0,R,183.0,24.0,89.0,-0.2089468902714966,1,0
5107,Hard,3,1,R,193.0,21.3,311.0,R,196.0,22.2,109.0,1.5125864453536773,1,0
5122,Clay,3,1,R,196.0,29.6,381.0,R,178.0,22.0,115.0,1.7281571365489468,0,1
5124,Clay,3,1,L,175.0,20.9,151.0,R,183.0,21.4,189.0,-0.3238376848959943,0,1
5133,Hard,3,4,R,180.0,22.7,10.0,R,188.0,23.4,40.0,-2.0000000000000004,1,1
5142,Hard,3,6,R,183.0,27.2,6.0,R,183.0,30.2,112.0,-4.222392421336448,0,0
5143,Hard,3,1,R,185.0,23.0,70.0,R,188.0,24.3,94.0,-0.42530583473267125,1,0
5145,Hard,3,6,R,183.0,23.7,16.0,R,208.0,29.6,21.0,-0.3923174227787607,1,0
5173,Hard,3,4,L,190.0,27.4,35.0,R,181.0,27.4,101.0,-1.5289284658068283,0,1
5214,Clay,3,4,R,180.0,29.2,178.0,R,190.0,19.3,233.0,-0.38845271368788215,1,1
5218,Hard,3,1,R,190.0,25.1,115.0,R,193.0,23.4,76.0,0.5975625375007896,0,0
5219,Hard,3,1,R,183.0,21.6,245.0,R,178.0,23.8,567.0,-1.210566985939657,1,1
5222,Carpet,3,1,R,178.0,24.4,64.0,R,196.0,22.3,225.0,-1.8137811912170374,0,1
5225,Carpet,3,1,R,185.0,23.4,104.0,R,185.0,18.5,243.0,-1.2243727854646886,0,1
5228,Hard,3,1,R,196.0,21.6,95.0,R,185.0,20.2,41.0,1.212303603712864,0,0
5255,Clay,3,1,R,190.0,20.9,273.0,R,183.0,17.7,662.0,-1.277930265887365,1,1
5265,Hard,3,6,R,188.0,20.3,3.0,R,196.0,23.5,49.0,-4.029747343394052,1,1
5266,Hard,3,1,L,185.0,23.9,128.0,R,183.0,33.2,79.0,0.6962192518228969,0,1
5267,Carpet,3,1,R,188.0,19.7,292.0,R,196.0,19.4,525.0,-0.8463490536734675,0,0
5290,Hard,3,5,L,198.0,21.4,65.0,R,190.0,27.7,79.0,-0.28141293514864874,1,0
